,comment,comment_id,reply_count,like_count,updated_at,calificacion
0.0,"It's Day 1! Welcome everyone. Have I told you how awesome it is for you to say yes and commit to a 30 Day Yoga Journey? Seriously - you are awesome. Today's theme is motive. 

We often rely on motivation to come from an outside source. But what if you realized that it could come from within?

We begin with focusing on motive because aligning with the reason why you are here sets the tone for what you will experience on the journey. 

If you are here to smell like a fart and feel lousy then you will likely accomplish that. 

A student’s motive to go to school is to learn. 

What is your motive for join TRUE? Now, wait! Stick with me!If you do not know your MOTIVE yet - that is 100% OK! It’s perfect. It will likely reveal itself and feel amazing when it does. If it does. We are here to uncover and circle back to that feeling of… you. 

The true you. 

The real you. 

~ Share with us your motive down below! What is your reason for committing to TRUE? 


PS: 100% okay to not know your motive yet!!!",UgxVHvO9TO1d8AnWwxd4AaABAg,135.0,1288.0,2018-01-02T16:48:20Z,0.9973025321960449
1.0,Here on 22.02.2022! All the twosss! Enjoyed day one of this new journey! 🙏🏼💛,UgwGBdC-JW243k-a7Ap4AaABAg,0.0,1.0,2022-02-22T06:58:35Z,0.999526858329773
2.0,Just start here today after following your 30 days of yoga. So great. Thank you sweet woman. But wondering where Benjii are?,UgyPRWNyceH1iVfV3xJ4AaABAg,0.0,0.0,2022-02-13T10:42:50Z,0.9994396567344666
3.0,"After finishing the 30 day MOVE journey yesterday for 2022, I have jumped right into this, TRUE. Thank you truly Adriene. Would be a dream come true to meet you one day :) Blessings to you.",UgwJhMuJoOc6cbKzqPB4AaABAg,0.0,0.0,2022-02-10T18:43:15Z,0.9998596906661987
4.0,Day 62 of 100 days of yoga 🧘🏽‍♀️ ✅,UgwUP4E8nP_4eZYPspJ4AaABAg,0.0,0.0,2022-02-10T09:53:49Z,0.8736743927001953
5.0,Day 1 done. Just started with my second month's yoga journey with True after Move. This month I have decided to finish True. I'm excited to start my yoga journey again.,UgxNe8hROLeymZ2fwup4AaABAg,0.0,0.0,2022-02-08T15:11:33Z,0.9995949864387512
6.0,Looking forward to doing this as I have done two Yoga with Adrienne series before.,UgxgOpZsZ4YZPao01zt4AaABAg,0.0,0.0,2022-02-06T20:40:26Z,0.999174177646637
7.0,I just finished Yoga Revolution. Is this the next?,UgwDtlFGDD-ppWbXsxF4AaABAg,0.0,0.0,2022-02-05T00:03:53Z,-0.986510694026947
8.0,Is anyone coming straight from finishing Move? Would be nice to have some company! :),Ugx4GxBbuFhcQNdLDiZ4AaABAg,5.0,2.0,2022-02-02T07:36:08Z,-0.9844712018966675
9.0,Thank you beautiful soul,Ugx1HALAHy_ZjlehAmd4AaABAg,0.0,0.0,2022-01-09T22:00:20Z,0.9998822212219238
10.0,"Day 1 for me on the 01/01/2022, Thank you Adriene",Ugz_5eEwOKz59qJZ08d4AaABAg,0.0,0.0,2022-01-01T17:56:54Z,0.9995676875114441
11.0,I started True last Christmas and then a lot of things got thrown off track. Happy to come back to it today! I remember how much it effected me even tho I only got to like day 8 or something last time. This time I’ll finish TRUE,UgxKqogECKRIYw9xkkF4AaABAg,0.0,0.0,2021-12-30T22:08:56Z,0.9911479949951172
12.0,"Yes, first day was great!",Ugx4IfMrtfhSo0QXLSh4AaABAg,0.0,0.0,2021-12-15T23:04:09Z,0.9998601675033569
