,comment,comment_id,reply_count,like_count,updated_at,calificacion
0.0,"Less constriction. More expansion.

Let's flow!",UgyN4OQYgewnE9zE33d4AaABAg,11.0,241.0,2018-01-28T12:46:52Z,0.998247504234314
1.0,"DAY 27, GREAT PRACTICE",UgxAJ1-2-wWq5vm8omh4AaABAg,0.0,0.0,2022-02-21T17:46:23Z,0.9995772242546082
2.0,"Had a little dance in shavasana when the end music played😁 I loved the theme of being free, letting go of structure and repetition. 
Today was strangely hard for me to start the practice, but I told myself, just do it, and I'm so glad I did - I feel calm, and I found myself smiling at the end of the class. Awesome as always Adriene!🌟",UgwFTvtRRKywUDmGOxF4AaABAg,0.0,1.0,2022-02-07T05:27:47Z,0.9997182488441467
3.0,"So fun to succeed in the poses : ) Even got my knees to the armpits, may be I can lift my feet someday...",UgxUg70JGTbdDCOkyfR4AaABAg,0.0,0.0,2022-01-06T20:41:54Z,0.9993742108345032
4.0,"THank you, adriene. I made it to day-27 wohhhooo!!! This practice is different and satisfying. Namaste!",UgxMQUB4izi5NxEop2h4AaABAg,0.0,0.0,2021-12-07T07:35:38Z,0.9998632669448853
5.0,"This is the fourth 30 day yoga series of yours that I'm about to finish... I've completed Home, Yoga Camp, and Breathe. I am now coming to the bittersweet end of another wonderful journey! Every time I near the end of one of your awesome  30 day yoga experiences I feel a sadness just like when I'm about to finish an amazing book! I can't wait to start the next yoga adventure with Aidriene!! Thanks again! 😊💜",UgyA0U-4Vu5OrIHDjAF4AaABAg,0.0,0.0,2021-11-23T00:25:12Z,0.9993653893470764
6.0,Thank you so much for sharing your practice with the world.  You are a shinning star.  I am looking forward to your practice every morning.,UgyTPKM0TLfchydDfKB4AaABAg,0.0,0.0,2021-11-16T11:46:39Z,0.9998692274093628
7.0,"""Keep breathing"" -- hearing those words mean different to me today. Before going to the mat, I thought that being dead would be a big relief, if only there would be no consequences to my loved ones. Keep breathing... a beautiful reminder to choose to stay alive. Oh Adriene, you don't know what an angel you are!",UgxSGY72cjhFZO6Cedl4AaABAg,0.0,1.0,2021-08-28T13:26:34Z,0.9975252747535706
8.0,"what a beautiful practice. Adriene, your yoga videos are one of the best things I've discovered in the past year or so. My daily yoga routine always sets me up for greatness, I heal all negative energy on the mat and step off feeling fresh and energized, you get me out of the morning slump, exchanging drowsiness and potential irritation for love and positivity. Thank you so much for being who you are. See you tomorrow. Namaste!🙏❤️",UgwfagTk2OrMFu29me14AaABAg,0.0,1.0,2021-08-27T07:29:11Z,0.9997889399528503
9.0,"Owh, I LOVE YOU, ADRIENE!!!",UgxkOiRTaSEnqbNihEl4AaABAg,0.0,1.0,2021-08-10T10:00:38Z,0.9996767044067383
10.0,🙏❤️,UgxF095ldOKrrR8psZl4AaABAg,0.0,1.0,2021-07-30T01:37:54Z,-0.6970567107200623
11.0,Adrienne thank you for this gift. You have helped me go through some difficult time in my country. Practicing yoga with you has helped me find serenity and peace. And of course learning to love myself a little more each day. Thank you. 💯♥️,UgyLwG3jPjwfym7oJ1d4AaABAg,0.0,1.0,2021-07-20T12:58:54Z,0.9998505115509033
12.0,"You are strong, amazing and loved! 💚🌟",UgwmjlFD2qIECTq4yhl4AaABAg,0.0,0.0,2021-07-20T10:19:09Z,0.9998905658721924
13.0,good early morning,UgyxYFfuQ_b5dNP23_94AaABAg,0.0,0.0,2021-07-17T11:07:35Z,0.9998443126678467
14.0,I love you and what you are giving to the world. And of course I love Benji,UgzypbwqFjas6OVZ50t4AaABAg,0.0,0.0,2021-07-15T21:09:59Z,0.9998703002929688
15.0,"Jumped in on this out of sync because it sounded too good to let go of while doing my daily YWA! Wonderful practice, thank you 💜
(every time Adriene says “Down & Away,” it reminds me of a baseball announcer commenting on a pitch! not nearly as intriguing as the yoga maneuver)",UgyzGEKGuigen1VzWZt4AaABAg,1.0,1.0,2021-07-14T09:37:58Z,-0.9929310083389282
16.0,"great practice!! I was afraid I would find it hard because my legs and arms are sore from partying last night, but this was amazing! so energizing",UgwJ5fR_oKCxq7-5oRZ4AaABAg,0.0,0.0,2021-07-08T08:35:35Z,0.9996980428695679
17.0,"Comments from yogi friends
Allison: ""I feel empty...but in a good way
Regular: ""I feel ok""
Me: Oh, my goodness gracious, this was amazing and awesome outro!",Ugzse-_Ki2_Csry8m0J4AaABAg,0.0,0.0,2021-07-01T03:22:00Z,0.9998419284820557
18.0,Feels good to get the blood pumping 🙌🙌,UgxPGWKUn-w96ix0vqB4AaABAg,0.0,0.0,2021-05-20T07:27:13Z,0.9997896552085876
19.0,"Much love!

❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",UgxdoQe9mqY6qRPfrPN4AaABAg,0.0,0.0,2021-05-20T02:06:27Z,0.9998496770858765
20.0,thank you!!!!!,UgzTNO-kRbkwPUX0uzN4AaABAg,0.0,0.0,2021-05-05T21:54:42Z,0.9998663663864136
21.0,"After HOME and now on day 27 TRUE, I can now lower my body from plank down to the ground without collapsing as a wobbly mess. Gradually I've built up strength and trust in my body, getting better each day. Today was the first day I've found that I can now hold it at the bottom, hovering there for a few seconds before I go right down to the ground. I'm amazed. Thank you Adriene...still appreciate your videos and your love so much. Your videos are so helpful during these crazy times in particular <3",UgwburO3ZbYuNei_N914AaABAg,0.0,1.0,2021-04-23T10:46:21Z,0.9996131062507629
22.0,"Been here since pre-Benji days.  Lots of things have changed in my life, but your yoga videos have always helped me in some way.  Today is the first day in awhile that I have truly felt like myself.  Thank you.",UgzUvQdwMrfCnxq89ft4AaABAg,0.0,0.0,2021-03-25T06:10:40Z,0.9997163414955139
23.0,🙏🌷,UgxRTARPHEIowBUnH654AaABAg,0.0,0.0,2021-03-07T16:36:27Z,-0.6970567107200623
24.0,Short but powerful.,UgxqeUrJ2NrSiNePXUR4AaABAg,0.0,0.0,2021-03-06T01:18:27Z,0.9997879862785339
25.0,That was a nice up beat flow 😃 just what I needed 👍😃✌️,Ugyhw4rVXb8MKwj_gyR4AaABAg,0.0,0.0,2021-02-27T06:35:35Z,0.9996590614318848
26.0,Your instructions are clear and easy to follow. You are simply the best. This is my very first time doing a yoga program. I do struggle but I'm sticking to it! You have helped me greatly.,UgzEzJFAAbN96po4sd54AaABAg,0.0,0.0,2021-01-25T11:48:37Z,0.9998512268066406
27.0,I did day 27 :),UgwLBjqg-YjeuyRvmmR4AaABAg,0.0,0.0,2021-01-10T23:54:53Z,0.8358198404312134
28.0,This is exactly what I needed today. Its finally snowing outside and I will carry the warmth this has given me for the rest of the day xx,Ugwz7s7bu0Tl-RPIDtt4AaABAg,0.0,0.0,2020-12-31T09:48:40Z,0.9998055100440979
29.0,Where are those leggings from? Love you btw,UgxWCrIGHRYW2hMQtqN4AaABAg,0.0,0.0,2020-12-27T14:59:39Z,0.9984287619590759
30.0,Ooga booga,Ugy2BjI9LmVLNDChNFZ4AaABAg,0.0,1.0,2020-12-18T17:23:44Z,-0.9874716401100159
31.0,Thanks 🙇 🌟 🌟,UgxCExDyySrhndiAqJh4AaABAg,0.0,0.0,2020-12-08T20:53:45Z,0.9989891648292542
32.0,Beautiful day...I'm blessed and loving this yoga practice.,UgzR4_eTL65_a2ht3Zt4AaABAg,0.0,0.0,2020-11-28T12:57:47Z,0.999884843826294
33.0,Calming 😊 thanks for this practice,Ugzc5jNMuO9UX1ecfPt4AaABAg,0.0,0.0,2020-11-27T15:22:31Z,0.9994439482688904
34.0,There’s way too much talking lol,UgzI_cWbRmgStotHaFl4AaABAg,0.0,0.0,2020-11-25T14:03:29Z,-0.9995937943458557
35.0,"omg I am on my 27th day and I already noticed a big difference in my flexibility
thank you soooooooooo much Adrienne keep it up",UgyrdaGWvQeyXWBtZe54AaABAg,0.0,0.0,2020-11-04T20:05:29Z,0.9995142221450806
36.0,"Dear Adriene, thank you so much for day 27. It is the first time I practise with you and I really have enjoyed those past 27 days. ...I look forward to more! Namaste.",Ugztso8dvi3uTuuwBxt4AaABAg,0.0,0.0,2020-10-23T06:17:53Z,0.9998260140419006
37.0,Finally managed to get through Planks! Feels so good.,UgyKEh0_2AyL6-wxYbx4AaABAg,0.0,1.0,2020-09-22T14:09:36Z,0.9997764229774475
38.0,ok “down and away”—- what’s the deal??,Ugwnbrwb7t3UxOB6ajt4AaABAg,0.0,0.0,2020-09-20T15:26:17Z,0.982939600944519
39.0,"I felt myself growing, as I was flowing. Ha, I couldn't help myself 😁💛

Namaste yogis 🙏 thank you Adriene x",UgymUCjo_qt_tS5CWg94AaABAg,0.0,1.0,2020-09-17T18:08:25Z,0.9992395639419556
40.0,Still in lockdown Melbourne.  This is so important.  Thank you for the availability of these wonderful programs.,UgzQuBpUCGP0wg9nXm94AaABAg,0.0,0.0,2020-09-05T01:58:43Z,0.9998507499694824
41.0,So much gratitude and love to you Adriene.  Another awesome practice.  Namaste!,UgxWnCzYUSE-JngHGHt4AaABAg,0.0,0.0,2020-09-03T17:45:10Z,0.9998695850372314
42.0,So needed that today. Loved this practice. Feel energized and recharged after feeling low and sluggish today. Thank you so much. Sue Uk. 💕🙏,Ugz3l37AgnXIiZC04pt4AaABAg,0.0,0.0,2020-09-03T17:04:38Z,0.9993236064910889
43.0,"doing this in 2020, still amazing !! Thank you Adriene !!",UgxgoGDgUkpnCGRUttN4AaABAg,0.0,0.0,2020-09-02T23:36:09Z,0.999889612197876
44.0,My 3 month old kitten was climbing up my legs and biting my feet all throughout this practice 😄 loved it!,UgzNfqTSNleQBoYxry94AaABAg,0.0,1.0,2020-08-14T07:10:59Z,0.9991734623908997
45.0,"Not going to lie, I tend to struggle a bit when the pace is picked up :/. This just motivates me more to keep going though. I know I have a lot to learn from this.",UgwJ3Y803Vu3oAfW8X94AaABAg,0.0,3.0,2020-08-01T20:15:29Z,0.9966208934783936
46.0,"Just love, love, love this class!",Ugz4ZdX2UiZ5AGkKc6d4AaABAg,0.0,0.0,2020-07-27T12:25:16Z,0.9998829364776611
47.0,Sweating really bad.... Omg... So proud im strong today... Thanks adriene ❤️,UgzpL0VRYGStws2L1PB4AaABAg,0.0,0.0,2020-07-22T02:42:31Z,0.9980775117874146
48.0,"Thank you ❤

And thanks to me to work through this video ❤",UgzovPZy15D5-5ZBv_x4AaABAg,0.0,0.0,2020-07-20T20:37:03Z,0.9996597766876221
49.0,My true self does these yoga practices at any time of the day.,UgxbbjiGA_SwNAaGxDB4AaABAg,1.0,0.0,2020-07-17T04:59:23Z,0.9975897073745728
50.0,This felt like the longest sub-20 min practice of my life! It was a great one though :),UgxpvuQM_pOm_qvkHUR4AaABAg,1.0,2.0,2020-07-14T17:40:22Z,-0.989881694316864
51.0,Thank you so much.,UgwitxjBcwwSC4flCul4AaABAg,0.0,0.0,2020-07-07T15:20:55Z,0.9998449087142944
52.0,Thank you! This practice allowed me to be free of the stresses from a busy work day - forever grateful.,Ugw02dQ29k5Q1KHw4it4AaABAg,0.0,0.0,2020-06-27T00:39:18Z,0.9998586177825928
53.0,"NEED ADVICE: I have done 30 days of yoga, Home: 30 days of yoga and am about to finish True.  What next? I am much obliged for advice!!!",UgzhcvLtqDCF7aqfa0p4AaABAg,2.0,0.0,2020-06-15T18:52:20Z,0.5119966864585876
54.0,Thank you!!,Ugy1iW7PWUaP0jWAYIt4AaABAg,0.0,0.0,2020-06-10T19:54:19Z,0.9998660087585449
55.0,Day 27,Ugw0TREGWuUvcX6JvcB4AaABAg,0.0,0.0,2020-06-08T18:01:16Z,0.991041362285614
56.0,"today is my 18th, was feeling muddled and lost in what that means and so i was in my head and didn't do yoga. thought id end the birthday 'free', even if it feels like I'm caged i have to tools to unlock this. thank you <3",UgzgiiWZPldjdrDMM5x4AaABAg,0.0,0.0,2020-06-07T13:00:49Z,-0.992793083190918
57.0,"Had a hard day today & forced myself to do this after laying my son down for bed, glad I did.",Ugy0cumP2vHNIwdqQwR4AaABAg,0.0,0.0,2020-06-07T03:35:04Z,-0.9949414134025574
58.0,This practice just had everything I love most in yoga!,UgyRpPGklYhs41vlHjV4AaABAg,0.0,0.0,2020-06-06T11:59:37Z,0.9978808760643005
59.0,Awesome practice. Feeling good noticing the changes in my body. Not sure what to do after True. Thanks Adriene!,Ugzx-3uGhfXqh6-LJBt4AaABAg,0.0,0.0,2020-04-29T23:46:11Z,0.9998458623886108
60.0,I did the camel pose for the first time woohoo,Ugx_71v2xw3EmZnsXJJ4AaABAg,0.0,0.0,2020-04-27T20:46:30Z,0.8529765605926514
61.0,My body is cracking in these twists and it feels so good. Great class Adriene 🤟🌟,UgwXbfRABTMHfBdKW-94AaABAg,0.0,0.0,2020-04-23T07:02:16Z,0.9998853206634521
62.0,Anybody else doing this in March 2020 or thereabouts?,UgxAzZjaP71UuLRQ16d4AaABAg,5.0,5.0,2020-03-28T02:58:42Z,-0.9987688660621643
63.0,"I really can't thank you enough for what you have been doing. I work full time and now I eagerly spare time for Yoga every blessed day! My heart beats with a Martin Luther King Jr. voice going ""Free at last! Free at last! Oh Almighty God, we are free at last!"". Blessings.",UgwXRbCBO7GPVpfeigd4AaABAg,0.0,0.0,2020-01-31T19:41:10Z,0.998630702495575
64.0,Thank you!,UgyNlO5AvtVztyqDK-J4AaABAg,0.0,0.0,2020-01-15T06:40:10Z,0.9998581409454346
65.0,"This couldn't have been more perfect today. It is my 38th Birthday. I completed 300/365 days of Yoga with Adriene this last year and hope to beat my record. However, I have never completed this series so I am determined to do another video to close out my birthday so I can finish ""True"" on time for ""Home"". It gave me chills when Adriene said in the video that this practice is like ""Returning Home"". And here we are. I have been away for a little while after such a strong streak and I can't wait. Thank you for the birthday gift today, and all your gifts throughout the past year, Adriene!",UgwITGsgNZbjeIxdoSt4AaABAg,1.0,0.0,2019-12-29T14:46:19Z,0.9948380589485168
66.0,I love how happy you are at the end of today's practice.  I feel that way too. It was lovely flow. I'm off to the arabic baths now so it is going to be a day of joy and self love.  Wishing you and all of the community peace and happiness.,UgwKgVjcKkKX_9ns-CF4AaABAg,0.0,0.0,2019-12-03T09:04:25Z,0.9998588562011719
67.0,"Think I’ll be repeating this one later on today as my dog decided to join me on the mat and was a huge distraction, wanting to lie down under and on top of me! It’s just not the same trying to relax and being true to oneself when you’ve got a spaniel licking  your face! Xx",UgxzfNNCD9w8IPCHJYl4AaABAg,0.0,1.0,2019-11-25T06:18:07Z,-0.8842887282371521
68.0,Yes flow! 💙,UgwsOqft9wi5KtgAeHd4AaABAg,0.0,0.0,2019-11-10T14:15:34Z,0.9997751116752625
69.0,I love you too dear Adriene. Namaste! 💕💕,Ugy3j-V7VWkv3JxNax14AaABAg,0.0,0.0,2019-10-29T07:57:35Z,0.9372511506080627
70.0,I love you with all my heart Adriene standing by your side by side till I die I love my dog Benji my buddy love always. The heart will carry you every time through the light that's my girl from your dude God bless always to your whole family even Chris and his wife and their kid,UgzpD0u_xDP-0D0AHrd4AaABAg,0.0,0.0,2019-10-29T04:47:37Z,0.9998036026954651
71.0,"Day 27! Very liberating. Enough heat but not so much that all my body water was dripping on to the mat as sometimes happens in live classes. I really like this one, but I could say that about most of the days. Thank you! Looking forward to doing the recent one you sent out, for lower back and hamstrings!❤",UgyeQXnfxMUtslE3dmJ4AaABAg,0.0,0.0,2019-10-07T04:30:19Z,0.9948806762695312
72.0,Awesome free practice! Thank you 🙏 Namaste 🙏,UgxU_7KondRuFL8i9tt4AaABAg,0.0,1.0,2019-10-03T13:33:09Z,0.9998273849487305
73.0,"Ok, seriously had the shakes today :)",UgyiASbNYa3HQLeTMT94AaABAg,0.0,1.0,2019-09-30T05:17:25Z,0.9952268600463867
74.0,Once again a nice practice! Might down and away refer to farting in class? Less constriction more expansion? lol ..,UgwVB0SnaUchsGtnMTt4AaABAg,0.0,1.0,2019-09-27T10:37:38Z,0.9840375185012817
75.0,Thank you ❤,Ugzdo2OJR4yQFc2X2F54AaABAg,0.0,1.0,2019-09-26T12:53:14Z,0.9998127818107605
76.0,Thank you :),Ugzm4vy9tisuQotnL7h4AaABAg,0.0,1.0,2019-09-10T14:37:52Z,0.9997853636741638
77.0,Love it so much !!! Been doing the True since I got to Peru on my travel ! Love it every day I feel Soo good!!! 💜💜💜,UgwdeTriaxdVCvT8m9R4AaABAg,0.0,2.0,2019-08-29T16:13:58Z,0.99988853931427
78.0,Felt the heat in this one! Just in time for me to get ready for a long shift. Thank you for today's practice!,UgyIVUje6w_0QeiGQbZ4AaABAg,0.0,1.0,2019-08-28T20:42:49Z,0.9996610879898071
79.0,"My maths exam is in two days and I'm starting to feel nervous, but I thank you because you helped me to stay calm during this month. Last year I had started to feel sooo anxious two weeks before the exam! I still can't do some exercises and that's why I'm worried and I sometimes have negative thoughts. I'm trying so hard to stay positive and you're helping me. Namaste🙏🏻",Ugy4Ve1fWWi_QlKMVzB4AaABAg,0.0,4.0,2019-08-25T18:39:31Z,0.9961255192756653
80.0,"can't believe that it's day 27. 
Enjoyed today's session...",UgzffeynrxEU7_T1zbN4AaABAg,0.0,3.0,2019-08-24T14:31:30Z,0.9996535778045654
