,comment,comment_id,reply_count,like_count,updated_at,calificacion
0.0,Day 12! I'm getting better in my crow practice every day that passes. Last year it felt impossible. Now I'm closer. I trust myself. I trust my process. I trust I always do what I can.,Ugzc0kD_vzD81JIMBJF4AaABAg,0.0,0.0,2022-02-13T21:16:12Z,0.9994438290596008
1.0,Your voice is lovely..there is no man sound coming out of you...love you just the way you are...❤️,UgyQc03ihpKeA0DVGPl4AaABAg,0.0,0.0,2021-11-15T21:57:00Z,0.9998393058776855
2.0,"Day 12, I Trust in myself and in the Process of the Devine timing, Namaste 🙏🏽😊",UgzkGGROrTX0VrJxUEB4AaABAg,0.0,0.0,2021-11-10T10:34:39Z,0.9892948269844055
3.0,"Wow, this is the first time i've managed to do crow pose for more than a few seconds. Its taken me 3 years of your videos but today I got to 18 seconds",UgzFleKEM2CnXw4OlMR4AaABAg,0.0,0.0,2021-11-04T13:29:36Z,-0.9742712378501892
4.0,Day 12 completed.Yay,Ugy8XCuX3KBXCcXHgo14AaABAg,0.0,0.0,2021-10-30T11:10:02Z,0.9895556569099426
5.0,🙏🙏❤️🙏🙏❤️🙏🙏,Ugx3zNcO3QZBX-JmMNl4AaABAg,0.0,0.0,2021-10-25T03:06:10Z,-0.6970567107200623
6.0,"10:28 ""Why am I doing this to myself?""

18:25 *laughs hysterically* ""Funny you think I can do that!""",UgxM2lgLdHCTgM00Q7R4AaABAg,0.0,0.0,2021-10-14T17:06:04Z,0.997357189655304
7.0,Thank you as always 😚,UgxnzSM5gn02NV0fyy14AaABAg,0.0,0.0,2021-10-08T15:21:03Z,0.9998418092727661
8.0,"Thank you again Adriene! Trusting is definitely an issue of mine.. My whole posture needs to lean back!  ....and gimme that ""man voice"" anytime 🤠🧡",UgxG6RZw9TQ9OCV7naB4AaABAg,0.0,0.0,2021-09-28T12:56:42Z,0.992375910282135
9.0,Day 549 in books ❤️😀,Ugxls59xP6U01Mw1vTV4AaABAg,0.0,1.0,2021-09-24T02:24:22Z,-0.9093522429466248
10.0,Thank you!!,UgwEAuBml_1a47NEPQF4AaABAg,0.0,0.0,2021-09-22T15:28:23Z,0.9998660087585449
11.0,🙏❤️,Ugybozyw6bA4cYRmkrJ4AaABAg,0.0,0.0,2021-09-20T23:33:50Z,-0.6970567107200623
12.0,I trust that everything is as it should be. I trust the process. I trust myself. Good one. <3,UgxvnATVpHGmGVctzId4AaABAg,0.0,0.0,2021-09-09T22:53:32Z,0.9998084902763367
13.0,"I never post comments, but I was in crow pose for like a second, I can't believe it!",UgzfpxQl6oO7gORJVr94AaABAg,0.0,1.0,2021-08-31T17:35:54Z,-0.9964976906776428
14.0,"I love doing yoga with Adriene every evening.  I’ve improved a lot, but every time I play with the crow’s pose, my knees really hurt the back of my arms.  Does that happen to anyone else?  Will it get better over time?",Ugz27qwcshBUC4Dgwx54AaABAg,0.0,0.0,2021-08-28T00:49:15Z,-0.9964522123336792
15.0,Felt on my nose tring to craw but as always the mat had my back 🥰,UgxIfaoIBCC1LXD9gW54AaABAg,0.0,0.0,2021-08-24T13:45:46Z,-0.9962255954742432
16.0,Thank you!!!!!,UgyWe3823PfwQzxFArd4AaABAg,0.0,0.0,2021-07-19T22:13:59Z,0.9998663663864136
