,comment,comment_id,reply_count,like_count,updated_at,calificacion
0.0,"“My neck, my back… ohhhhhh@!!!🎵 I was in hysterics 😂😂😂😂😂",UgxSZ3_r2aiyyEWy-ox4AaABAg,0.0,0.0,2022-02-23T05:39:47Z,-0.9849890470504761
1.0,"Didn't post a comment yesterday when I did this practice. It really resonated with me. Some time ago, I believed no one deserved anything, nor good nor bad. Things were like they were. I was on a bad moment and I got better thanks to therapy. Now I understand that I (and everyone!) deserve. So here are my thoughts and intentions during this practice. I deserve a place to be safe. I deserve love. I deserve happiness.",UgyU2wS2_na53H-V2EB4AaABAg,0.0,0.0,2022-02-15T20:11:00Z,0.9967620372772217
2.0,"I deserve to feel safe, loved and worthy, and I accept it now. I deserve to have a healthy, happy life <3",Ugw99LhGtcqXNuaAh8x4AaABAg,0.0,0.0,2022-02-15T19:28:03Z,0.999743640422821
3.0,I deserve to take charge of my own happiness. Just came to the realization that college isn't making me happy or fulfilled. I have to tell my parents next week my decision to drop out after 2+ years. But it's okay. I deserve happiness :),Ugx9ZD_oK3ml9RmHay54AaABAg,0.0,0.0,2021-11-19T05:51:42Z,0.9957073926925659
4.0,"Adrienne - when you ask us to be quiet and listen, please… shhhh.",UgzFt2YaYq6o9y_sval4AaABAg,0.0,0.0,2021-11-15T02:29:13Z,0.8859648704528809
5.0,"Day 13, I Deserve all that is good in my life ✨🙏🏽❤️🦋🌻",UgxbYw03J1r8MhcU5il4AaABAg,0.0,0.0,2021-11-11T10:37:30Z,0.9660958051681519
6.0,Yess .I deserve to to have a vibrant energetic body.,UgxsComAdmWVX-FB6dF4AaABAg,0.0,0.0,2021-10-30T11:10:46Z,0.9998600482940674
7.0,Thank you so much ❤️ Adrine ❤️,Ugx33VMts-152-PUknF4AaABAg,0.0,0.0,2021-10-29T06:14:17Z,0.9992430210113525
8.0,"I love your videos Adriene, and your sense of humour is the BEST!!",UgykLZ38DNu22_-ifT14AaABAg,0.0,0.0,2021-10-18T11:58:06Z,0.9998639822006226
9.0,Thank you!!,UgwvsmyWhf7LQQBWkXN4AaABAg,0.0,0.0,2021-09-25T03:43:19Z,0.9998660087585449
10.0,At the end... one down dog!! 😚 Prepped for tomorrow!,UgwH7aRWKLD_-qfY1kx4AaABAg,0.0,0.0,2021-09-24T06:02:11Z,-0.9951736330986023
11.0,🙏❤️,UgxVjq9VFxE1aokoYLF4AaABAg,0.0,0.0,2021-09-23T03:21:33Z,-0.6970567107200623
12.0,Good practice with baby.,UgwBMzrYso8p_Cgq82x4AaABAg,0.0,0.0,2021-09-14T02:12:52Z,0.9997135996818542
13.0,"Reading the comments about someone complaining and I just don't understand. I think this is the most difficult series of all that I have tried on this channel. The way every move is slowed down and the way A. makes you really think about the way you position every inch of your body, makes everything very hard.",UgyUlWIJxN2z3V1x7tF4AaABAg,0.0,0.0,2021-09-05T09:05:24Z,-0.9948270916938782
14.0,"I love that the second after I said 'I deserve to be happy', Adriene said the same thing. It just felt like such an affirmation of my mantra.",UgyEpWZxTPxv-iegmn14AaABAg,0.0,1.0,2021-08-28T12:53:14Z,0.9993557333946228
15.0,Exactly what I was needed 😌 🙌 👌,Ugzvk0yqCbTPtWaO78R4AaABAg,0.0,0.0,2021-08-26T11:49:09Z,0.9668965935707092
16.0,Well that was long over due!! Glad to be back on my mat after a random week off.,Ugw3XEHWaEd2fjzGnDd4AaABAg,0.0,0.0,2021-08-22T00:07:23Z,0.6435922980308533
17.0,"She's so cute. She's so emotional, she feels her emotions",UgxX1QY8HUIYkvtsrp94AaABAg,0.0,0.0,2021-08-12T15:31:57Z,0.9998175501823425
18.0,"My husband and I have been struggling a bit and I went from saying “I deserve love” to breathing in “I deserve love” and breathing out “my husband deserves love” 💗
Very good practice!",UgzflUE9pTi2RJvNCFN4AaABAg,0.0,2.0,2021-07-23T13:27:53Z,0.9985197186470032
19.0,thank you!!!!!,UgyvFzHwHbSmTLrFHLt4AaABAg,0.0,0.0,2021-07-20T22:28:53Z,0.9998663663864136
