,comment,comment_id,reply_count,like_count,updated_at,calificacion
0.0,"omgggg my favorite part is reading the AWESOME supporting community!!! I have this wierd habit of reading the comments on every post or video there is on the internet, and I found that this is the very only place where people don't hate or post offensive or sexual comments and where people are actually grateful for the material. Thank you everyone!! Thiiiis is truly what makes this channel what it is.. is not only Adriene, but the beautiful community. Loooots of love in and out :)",UggCqhTxqql1RXgCoAEC,19.0,1064.0,2017-01-02T17:50:17Z,0.9992784857749939
1.0,"Oh man, I just realised we didn't do any boat poses in Move! I had missed those :) Also, a shout out to the six people that were practicing with me hehe.",UgwcksSDJfoh43FhM1x4AaABAg,0.0,0.0,2022-02-05T07:50:52Z,-0.9990907907485962
2.0,"My boyfriend once told me that in the middle of one night he looked over to me and saw me literally sleeping while doing happy baby pose, so that must just speak to how much I love it 🤣",Ugy_H6gN4LuBMYDG1rZ4AaABAg,0.0,0.0,2022-01-31T04:03:34Z,0.9793740510940552
3.0,Day 42✅  of 100 days of yoga challenge ❤️😊💪🏽,Ugyk8vhmHtfHQn3Dt7V4AaABAg,0.0,0.0,2021-12-26T14:14:10Z,0.8725171685218811
4.0,Thank You Adrienne.,UgzMMMPjpS7j-Iq6yUl4AaABAg,0.0,1.0,2021-12-08T08:29:54Z,0.9998626708984375
5.0,Last month of 2021. Come here after completing Breath….,UgzLz7RrmE8wrJmNQo14AaABAg,0.0,1.0,2021-12-02T15:52:52Z,0.9202548861503601
6.0,Day 2 Done,UgwWS_LTOQ3tvMGb17p4AaABAg,0.0,0.0,2021-11-03T16:07:59Z,0.9641567468643188
7.0,Day 2 as a wind down after a long day at the desk. This felt so good for my lower back and rear! Loving the soft and ease-ful start to our journey,UgwQVtuKkDutOBo3xVN4AaABAg,0.0,0.0,2021-11-03T07:13:15Z,0.9997319579124451
8.0,"I feel so open and stretched! I've been missing yoga so much, this felt AMAZING! Happy day 2 everyone! <33 Namaste.🙏",UgykZQMDulOxUaSWOTJ4AaABAg,0.0,0.0,2021-10-11T04:36:49Z,0.9992904663085938
9.0,Thank you Adriene,Ugy84X5p-TVdtNWzdzx4AaABAg,0.0,0.0,2021-09-26T06:34:50Z,0.9998315572738647
10.0,"16 sep 2021, today i learned not to rush in life but to move slowly and so you know what you are doing. The shape doesn't matter, what matter is your intentions.",UgwTh8RWm8UECOpngLp4AaABAg,0.0,1.0,2021-09-16T03:56:19Z,0.9887245297431946
11.0,Day 2 done. Thank you Adrian. I hope I can stick with it. I'm glad it's been a gentle start,Ugwo3w8COOxAh8a8cSd4AaABAg,0.0,0.0,2021-09-11T05:31:54Z,0.9993370175361633
12.0,"I'm a feather in the wind. To me, this practice  is a breath of fresh air.",UgypxRqPHRzsc7Qk1-h4AaABAg,0.0,0.0,2021-09-11T01:25:29Z,0.9997977614402771
13.0,thank you!!!!!!,UgwQ-8ZusrCLWFq14xZ4AaABAg,0.0,0.0,2021-09-07T21:47:39Z,0.9998655319213867
14.0,Thank you 🙏,UgwepydrvpG2cEfHLLh4AaABAg,0.0,0.0,2021-09-03T20:05:21Z,0.9998127818107605
15.0,"It is fall 2021 and people still don't get it!  Yoga is helping me get back to myself.  I just finished Dedicate, and now doing Revolution! Thanks Adriene.",UgwjpTHwUD4bDmwYL2B4AaABAg,0.0,0.0,2021-09-03T03:34:33Z,0.9976248145103455
16.0,Love moving with intention and ease 🥰🙏🏻,Ugxl1qbLFcc4t19t6-J4AaABAg,0.0,0.0,2021-09-02T15:34:03Z,0.9998388290405273
17.0,I struggle with core exercises that require leg lowering as my left hip clicks/locks every time. Does anyone know a variation I can do as I hate missing out on the core exercises because of this 😕,Ugyl5cTvmnrmUsqdqxB4AaABAg,0.0,0.0,2021-09-01T19:12:45Z,-0.9967093467712402
18.0,"I love this woman, she never disappoints - her classes are amazing and so well thought out, this is the third 30 day practice I ve started with Adriene, she always improves my day.  Thank you. Caroline Barnett, Ireland",Ugw8YT6Zz5Luus6-Vnp4AaABAg,0.0,0.0,2021-08-19T20:39:20Z,0.9998733997344971
19.0,"practicing with intention, being present",UgzjXjGFKwN3HBmZd1F4AaABAg,0.0,0.0,2021-08-06T01:07:18Z,0.9988973140716553
20.0,Wishing you all the best and much success! 🙏💚🌟,Ugw1WfuUj7JfzRCt_p54AaABAg,0.0,0.0,2021-07-26T11:13:04Z,0.9998268485069275
21.0,Beautiful 30 mins!,UgwDL6v8ifC6zyao5gx4AaABAg,0.0,0.0,2021-07-09T07:17:31Z,0.9998607635498047
22.0,Thank you so much!,UgxNCLPwc7qQMYScknt4AaABAg,0.0,0.0,2021-07-08T14:02:56Z,0.9998546838760376
23.0,"Day 2
6/7/2021
Thank you adriene❤ 😇🙏",UgwYGR04pT9dXZ9G0_R4AaABAg,0.0,0.0,2021-07-06T15:11:28Z,0.9994611144065857
24.0,"❤️❤️

2/2 here we go! Dedicating myself to 31 consecutive days. Feeling the love already.",UgzC8nEQQqsVregJq7p4AaABAg,0.0,0.0,2021-06-07T03:10:37Z,0.9931784868240356
