,comment,comment_id,reply_count,like_count,updated_at,calificacion
0.0,"Wow, just what I needed today! Loved it, thank you for this accessible yoga class!",UgzMTk06ZoFH5tAvEel4AaABAg,0.0,0.0,2022-02-28T15:59:05Z,0.9998739957809448
1.0,A beautiful way to recover from COVID and get back into my running. I've only been running since 2020 but this year I've decided to reach for a half marathon. Your channel will help me with my training. Thank you and bless you 😍,UgwqNQ7Sf7Hy3Ea7PKR4AaABAg,0.0,0.0,2022-02-28T08:47:26Z,0.9996730089187622
2.0,Thank you! What a gift.,Ugz_-SoBK-X05PHHD6F4AaABAg,0.0,0.0,2022-02-28T04:23:52Z,0.9998682737350464
3.0,Oh-s**t! A new 30 Day Yoga w/ Adriene just dropped!,UgzfwoIE72NbfB75HZd4AaABAg,0.0,0.0,2022-02-28T01:24:36Z,-0.9978400468826294
4.0,"I only made it to day 12 first time around because life got too crazy but I am coming back to try again and make time to feel better!
You are such an awesome inspiration and help to so many of us Adriene! I hope you know that",UgztKedyZpDHYr0fwix4AaABAg,0.0,0.0,2022-02-27T22:48:44Z,0.9997535347938538
5.0,Thank you so much! Day one is in the book.,Ugxljj5XRwaqhQtq0XR4AaABAg,0.0,0.0,2022-02-27T19:38:50Z,0.9998507499694824
6.0,"Day-One
Im glad im here, with the tremblings and messy heart.
Mark my journey",UgxeYd6Ra_d4sKsYa9d4AaABAg,0.0,0.0,2022-02-27T15:49:18Z,0.9995089769363403
7.0,"Complete novice here- really enjoyed this! look forward to learning more, becoming stronger and more flexible. Great instruction!",UgxBcKGeU_a7QPU5tX94AaABAg,0.0,0.0,2022-02-27T15:13:27Z,0.9998733997344971
8.0,Thank you Adriene for existing <3,UgzFvnZSJqvnQxAi0Z94AaABAg,0.0,0.0,2022-02-27T10:28:22Z,0.9997946619987488
9.0,Will you have a March challenge? I am only seeing up to day 11 here for February,UgxZMTkUF5khcZ4Dxbd4AaABAg,0.0,0.0,2022-02-27T00:44:40Z,-0.849303126335144
10.0,"Have always loved Adriene's yoga, especially her beautiful kind motivational mantras gently guiding us through the practice, with bonus soothing vibes from Benji;  gotta admit Benji is what originally got me paying attention to Adriene ; ) I'm starting on a new set of goals and love pairing every journey and milestone with a yoga practice. Brings peace, calm, and a sense of grounding to any endeavour I'm pursuing. Thank you Adriene.",UgyAmUV6a-umhrtY6bJ4AaABAg,0.0,1.0,2022-02-27T00:07:42Z,0.9997804760932922
11.0,"I’ve been doing Yoga as a child for years but Saddly I had a huge pause of doing it.
Now over 10 years later I struggle a lot with stress and my body these days and I stumbled across this.
I am excited to join and to connect with yoga and selflove again.
Thank you for this 🙏🏻
Namaste from Germany",UgyyetUM3fGq62DMftx4AaABAg,0.0,0.0,2022-02-26T13:11:57Z,0.9918590188026428
12.0,"Adriene! As always, thank you! Starting.. very late but I have not done yoga consistently in 2 years :( I am committed to myself and to this 30 day journey once again, then after I will incorporate it into my everyday, thanks for always being here!",UgygqAvJivCgK-btdM14AaABAg,0.0,0.0,2022-02-26T13:10:46Z,0.9970828890800476
13.0,That’s an incredible pleasure 😊✨,UgzUkiQ8876lCvdhYyx4AaABAg,0.0,0.0,2022-02-26T11:17:05Z,0.9998832941055298
14.0,"I live abroad and I live alone, I have no family or really close friends around, and I came to this place for a phd degree, so it's super lonely, very difficult and I feel like a failure most of the time in my life. So every time I need to pick up the pieces, get my s* together, and come back to my life, I just come to Adriene and her yoga lessons first.   I've never had any yoga lessons in my life, I'd never knew how to do it or ever thought I would be able to do it, but her 30 days yoga journeys took me out of my bed and once again I'm here to follow it, to do it, and to go on with my life. Thank you so very much ☆",Ugz8-psP1KfMZtK2BB54AaABAg,0.0,1.0,2022-02-26T10:36:08Z,0.9443233013153076
15.0,"Dear Adriene
you took me on a beautiful journey to reconnect with my body and soul. I am now doing the 30-day-yoga again in February as I loved how my body felt by the end of January. Thank you so much for your kindness, appreciation, motivation and mindfulness as my daily guidance to greater health, strengths and focus on the good.
PS: I had to google the cardinals (that made me smile) as we don't have them here in Europe.I think they look beautiful :)
Best wishes from Switzerland, Anika",Ugw1gVIBsbgPkXn7LaF4AaABAg,0.0,0.0,2022-02-26T09:28:22Z,0.999803364276886
16.0,"Nourishment.
Thank you for your time and energy, I appreciate. ✨
Namaste.",UgzO03cYfKaJ7uTw-0h4AaABAg,0.0,0.0,2022-02-26T08:57:22Z,0.9996448755264282
17.0,"Today I finish this 30 days yoga journey move. I feel so well! Each time being encouraged by Adrienne who follows us all with generosity, spreading gratitude for the world thus making us feel part of a beautiful life no matter what. I feel I have a good body to bring me in the world and let me express love for it.
Thank you once again for being always present in all your humbleness, and your core strength !",Ugytu5y41QSPBIh_33t4AaABAg,0.0,0.0,2022-02-25T19:58:06Z,0.9998687505722046
18.0,I really enjoyed this one - thank you! 🥰,Ugw1LwrM4D87utz1mAp4AaABAg,0.0,0.0,2022-02-25T11:07:58Z,0.9998739957809448
19.0,how long do we have to sit and meditate at the beginningm  I didnt come for the meditations!!!!,UgwZ3pr5ugAoK59zTBd4AaABAg,0.0,0.0,2022-02-25T08:27:36Z,-0.9965360164642334
20.0,day 1,Ugy2aNLjQ4yg0uWnKAx4AaABAg,0.0,0.0,2022-02-25T02:57:43Z,0.9934208989143372
21.0,When i was doing downward dog my dog came in and starting sleeping infrount of the phone 🥺,UgydTMOHBsmzcOznFyx4AaABAg,0.0,0.0,2022-02-25T02:31:14Z,-0.9928523898124695
22.0,Haven't watched you since college in like 2017. I'm so happy to see that old dog. Lol,UgxxxrI8R_QEshXtCNR4AaABAg,0.0,0.0,2022-02-24T22:17:47Z,0.9997219443321228
